"","Date Of Sale","Address","Postal Code","County","Price","Not Full Market Price","VAT Exclusive","Description Of Property","Property Size Description"
"3213","20/03/2019","21 PALMERSTOWN PARK, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin",340000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3214","20/03/2019","22 BELARMINE VALE, STEPASIDE, DUBLIN","Dublin 18","Dublin",287500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3217","20/03/2019","27 SHANLISS AVENUE, SANTRY, DUBLIN 9","Dublin 9","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3218","20/03/2019","32C GLIN DR, COOLOCK, DUBLIN 17","Dublin 17","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3219","20/03/2019","33 LANSDOWNE WOOD, LANSDOWNE RD, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin",665000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3220","20/03/2019","34 WOODBERRY, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin",815000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3221","20/03/2019","37 FAIRWAYS, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",6e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3222","20/03/2019","40 BEECHFIELD MEADOWS, CLONEE, DUBLIN 15","Dublin 15","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3223","20/03/2019","44 THE PALMS, ROEBUCK ROAD, CLONSKEAGH","Dublin 14","Dublin",720000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3225","20/03/2019","49 BELARMINE HEATH, STEPASIDE, DUBLIN 18","Dublin 18","Dublin",424000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3228","20/03/2019","514 LONG BOAT QUAY SOUTH, GRAND CANAL DOCK, DUBLIN 2","Dublin 15","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3229","20/03/2019","6 ANNE DEVLIN RD, RATHFARNHAM, DUBLIN 16","Dublin 14","Dublin",607500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3233","20/03/2019","7 ASHFIELD PARK, STILLORGAN RD, DUBLIN","Dublin 4","Dublin",333000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3235","20/03/2019","7 ELLENSBOROUGH GREEN, KILTIPPER RD, TALLAGHT DUBLIN 24","Dublin 24","Dublin",372000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3236","20/03/2019","7 LUTTRELLSTOWN, THICKET, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin",460000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3238","20/03/2019","74 ST MAELRUANS PARK, TALLAGHT, DUBLIN 24","Dublin 24","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3240","20/03/2019","76 LITTLEPACE PARK, CLONEE, DUBLIN 15","Dublin 15","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3242","20/03/2019","7A ASHFIELD PARK, STILLORGAN RD, DUBLIN","Dublin 4","Dublin",333000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3243","20/03/2019","8A BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin",170000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3248","20/03/2019","APT 124, IVY EXCHANGE, PARNELL ST DUBLIN 1","Dublin 1","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3249","20/03/2019","APT 34, THE ATRIUM, THE STEELWORKS DUBLIN 1","Dublin 1","Dublin",245000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3250","20/03/2019","COOLQUAY, THE WARD, DUBLIN","Dublin 11","Dublin",650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3251","20/03/2019","DALWHINNIE, LEOPARDSTOWN RD, FOXROCK DUBLIN 18","Dublin 18","Dublin",1600000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3254","20/03/2019","VAL Y MAR, STRAND RD, PORTMARNOCK","Dublin 13","Dublin",830000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3257","21/03/2019","114 LORETO ABBEY, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3259","21/03/2019","13 CITY PARK, FORTUNESTOWN, CITYWEST DUBLIN 24","Dublin 24","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3261","21/03/2019","15A GLASNAMANA RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",520000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3263","21/03/2019","163 BALLYGALL PARADE, FINGLAS DUBLIN 11, DUBLIN","Dublin 11","Dublin",250500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3266","21/03/2019","18 MILLTOWN GROVE APTS, MILLTOWN BRIDGE, DUNDRUM RD DUBLIN 14","Dublin 14","Dublin",407500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3271","21/03/2019","25 THORMANBY LAWNS, HOWTH, DUBLIN","Dublin 13","Dublin",820000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3273","21/03/2019","31 HOMELAWN ROAD, TALLAGHT, DUBLIN 24","Dublin 24","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3278","21/03/2019","4 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin",355000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3281","21/03/2019","58 DODDER PARK RD, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",605000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3282","21/03/2019","59 ST MARY'S ROAD, EAST WALL, DUBLIN 3","Dublin 3","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3284","21/03/2019","6 MOUNTDOWN AVE, MANOR ESTATE, DUBLIN 12","Dublin 12","Dublin",470000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3285","21/03/2019","6 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE","Dublin 15","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3286","21/03/2019","66 ALLENTON DR, TALLAGHT DUBLIN 24, DUBLIN","Dublin 24","Dublin",245000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3287","21/03/2019","67 THE BIRCH, RIVERDALE, DUNDRUM","Dublin 16","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3288","21/03/2019","69 DRUMNIGH WOOD, OLD PORTMARNOCK, DUBLIN","Dublin 13","Dublin",850000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3290","21/03/2019","70 SHELBOURNE PARK, RINGSEND, DUBLIN 4","Dublin 4","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3295","21/03/2019","92A CASTLETIMON RD, KILMORE, DUBLIN 5","Dublin 5","Dublin",277000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3297","21/03/2019","APT 2 BLOCK 1, PROSPECT HILL FINGLAS RD, DUBLIN 11","Dublin 11","Dublin",171000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3298","21/03/2019","APT 53, THE BELFRY CRESENT, CITY WEST","Dublin 24","Dublin",197000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3299","21/03/2019","APT 66, FITZWILLIAM POINT, FITZWILLIAM QUAY RINGSEND DUBLIN 4","Dublin 4","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3303","22/03/2019","1 ST PETERS CRESCENT, GREENHILLS, DUBLIN 12","Dublin 12","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3304","22/03/2019","108 BRIDGEWATER QUAY, CONYNGHAM RD, ISLANDBRIDGE DUBLIN 8","Dublin 8","Dublin",312500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3305","22/03/2019","11 ST KEVINS RD, S C RD, PORTOBELLO DUBLIN 8","Dublin 8","Dublin",650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3310","22/03/2019","155 SWORDS RD, WHITEHALL, DUBLIN 9","Dublin 9","Dublin",555000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3311","22/03/2019","16 BUTLER COURT, 31 LOWER ORMOND QUAY, DUBLIN 1","Dublin 15","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3315","22/03/2019","18 RATHLYON PARK, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin",430000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3317","22/03/2019","21 BELGRAVE COURT, MOUNTPLEASANT AVE, RANELAGH DUBLIN 6","Dublin 6","Dublin",261000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3321","22/03/2019","23 DARGLE WOOD, KNOCKLYON, TEMPLEOGUE DUBLIN 16","Dublin 16","Dublin",442000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3322","22/03/2019","23 GLENGARIFF PARADE, PHIBSBORO, DUBLIN 7","Dublin 7","Dublin",555000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3324","22/03/2019","23 NEW BANCROFT HALL, MAIN ST, DUBLIN 24","Dublin 24","Dublin",233000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3325","22/03/2019","24 BAGGOT RD, NAVAN RD, DUBLIN 7","Dublin 7","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3327","22/03/2019","26 ASHINGTON CRESENT, NAVAN RD, DUBLIN 7","Dublin 7","Dublin",425000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3328","22/03/2019","26 PINEHURST, NAVAN ROAD, DUBLIN 7","Dublin 7","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3329","22/03/2019","29 HUNTSTOWN LAWN, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3330","22/03/2019","29 QUARRY RD, CABRA, DUBLIN 7","Dublin 7","Dublin",318000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3331","22/03/2019","3 4 6-8 12 13 15 19 21-24, 26-28 36 37 39-41  46 & 47, GRAVEL WALK APT","Dublin 7","Dublin",4250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3332","22/03/2019","30 ALBERT COLLEGE PARK, GLASNEVIN, COLLEGE PARK DUBLIN 9","Dublin 9","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3333","22/03/2019","30 MILLBROOK RD, KILBARRACK, DUBLIN 13","Dublin 13","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3334","22/03/2019","32 PAIRC MHUIRE, SAGGART, DUBLIN","Dublin 24","Dublin",120000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3337","22/03/2019","376 NUTGROVE AVE, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin",443000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3339","22/03/2019","4 OATFIELD LAWN, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3341","22/03/2019","42 DURSEY ROW, BLOCK 4, WATERVILLE DUBLIN 15","Dublin 15","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3342","22/03/2019","42 HUNTERS GREEN, HUNTERS WOOD, BALLYCULLEN RD DUBLIN 24","Dublin 24","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3343","22/03/2019","43 ST CATHERINES CLOSE, FRANCIS ST, DUBLIN 8","Dublin 8","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3345","22/03/2019","47 ST MARGARETS RD, HAMPTON WOOD, FINGLAS DUBLIN 11","Dublin 11","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3349","22/03/2019","57 WALKINSTOWN PARK, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin",165000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3350","22/03/2019","6 AUGHABANAGH RD, LOWER CRUMLIN, DUBLIN 12","Dublin 12","Dublin",298500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3351","22/03/2019","60 GLENHILL RD, FINGLAS RD, DUBLIN 11","Dublin 11","Dublin",288000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3352","22/03/2019","63 MERIDIAN COURT, ROYAL CANAL PARK, RATOATH RD DUBLIN 15","Dublin 7","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3355","22/03/2019","7 ALLENDALE DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3358","22/03/2019","77 LONGMEADOWS, CONYNGHAM RD, DUBLIN 8","Dublin 8","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3359","22/03/2019","8 EAST ROAD, EAST WALL, DUBLIN 3","Dublin 3","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3360","22/03/2019","8 EDENMORE CRESCENT, RAHENY, DUBLIN 5","Dublin 5","Dublin",345000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3363","22/03/2019","84 GREENFORT GARDENS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",185000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3366","22/03/2019","APT 10, 109 PARNELL ST, DUBLIN","Dublin 1","Dublin",215000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3367","22/03/2019","APT 126, THE RICHMOND, BRUNSWICK ST NORTH DUBLIN 7","Dublin 7","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3368","22/03/2019","APT 36, WHITEHALL SQ, QUARRY DR DUBLIN 12","Dublin 12","Dublin",241000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3369","22/03/2019","APT 57, RATHBORNE DR, ASHTOWN","Dublin 15","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3371","22/03/2019","GLASHEDY, 1 AVONMORE, LEOPARDSTOWN RD DUBLIN 18","Dublin 18","Dublin",1185000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3375","22/03/2019","MALLARD LODGE, LANSDOWNE VILLAGE, SANDYMOUNT","Dublin 4","Dublin",998000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3376","22/03/2019","ROSE COTTAGE, BIRD AVE, CLONSKEAGH DUBLIN 14","Dublin 14","Dublin",675000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3378","23/03/2019","27 BALALLY HILL, DUNDRUM, DUBLIN 16","Dublin 16","Dublin",560000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3379","25/03/2019","1 ST PETERS RD, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin",460000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3380","25/03/2019","1 WARREN AVE, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin",575000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3383","25/03/2019","12 ARDBEG RD, ARTANE, DUBLIN 5","Dublin 5","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3385","25/03/2019","127 FORTUNES LAWN, CITYPARK, CITYWEST","Dublin 24","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3386","25/03/2019","129 COOLAMBER PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin",5e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3389","25/03/2019","17 BRIGHTON AVENUE, RATHGAR, DUBLIN 6","Dublin 6","Dublin",755000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3391","25/03/2019","2 LOWER CLANBRASSIL ST, DUBLIN 8, DUBLIN","Dublin 8","Dublin",495000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3392","25/03/2019","20 BROOKFIELD COURT, KCR, DUBLIN 12","Dublin 12","Dublin",222200,"No","No","Second-Hand Dwelling house /Apartment",NA
"3393","25/03/2019","20 TARA HILL RD, RATHFARNHAM, DUBLIN14","Dublin 14","Dublin",308000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3395","25/03/2019","21 COWPER VILLAGE, RATHMINES, DUBLIN 6","Dublin 6","Dublin",420000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3400","25/03/2019","26 DELHURST AVE ONGAR, ONGAR PARK DUBLIN 15, DUBLIN","Dublin 15","Dublin",382000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3402","25/03/2019","270 KILWORTH RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin",340000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3403","25/03/2019","29 ASHBROOK, HOWTH RD, CLONTARF DUBLIN 3","Dublin 3","Dublin",610000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3405","25/03/2019","316 CITYWEST PLAZA, CITYWEST DR, CITYWEST DUBLIN 24","Dublin 24","Dublin",168000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3407","25/03/2019","36A GLENFIELD CLOSE, GLENFIELD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin",30000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3408","25/03/2019","37 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6","Dublin 6","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3410","25/03/2019","4 ANNFIELD CT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3412","25/03/2019","44 MONTROSE CRESCENT, ARTANE, DUBLIN 5","Dublin 5","Dublin",357500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3413","25/03/2019","47A KINGSWOOD DR, KINGSWOOD HEIGHTS, TALAGHT DUBLIN 24","Dublin 15","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3414","25/03/2019","5 & 6 ALBERT TERRACE, DUBLIN 2, DUBLIN","Dublin 2","Dublin",1190000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3416","25/03/2019","54 RATH GEAL, WESTBOURNE RISE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin",180000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3417","25/03/2019","55 LOURDES RD, MARYLAND, DUBLIN 8","Dublin 8","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3418","25/03/2019","59 ANNALY RD, CABRA, DUBLIN 7","Dublin 7","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3421","25/03/2019","6 WOODFORD MEADOWS, CLONDALKIN DUBLIN 22, DUBLIN","Dublin 22","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3422","25/03/2019","61 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF","Dublin 3","Dublin",245000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3423","25/03/2019","65 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin",2675000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3426","25/03/2019","9 FASSAUGH RD, CABRA, DUBLIN 7","Dublin 7","Dublin",301000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3427","25/03/2019","96 FORBES QUAY, SIR JOHN ROGERSONS QUAY, DUBLIN 2","Dublin 2","Dublin",6e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3428","25/03/2019","98 BRANDON RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin",307500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3429","25/03/2019","APT 20, AIRPARK HOUSE, STOCKING LANE DUBLIN 16","Dublin 16","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3430","25/03/2019","APT 38, BLOCK B, SMITHFIELD MARKET DUBLIN 7","Dublin 7","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3431","25/03/2019","APT 87, THE NORTHUMBERLANDS, MOUNT ST LWR","Dublin 2","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3432","25/03/2019","BALLYMILISH, DUNGRIFFIN RD, HOWTH","Dublin 13","Dublin",615000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3434","26/03/2019","10 PATRICK DOYLE ROAD, MILLTOWN, DUBLIN 14","Dublin 14","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3435","26/03/2019","11 CASTLEKEVIN RD, KILMORE, COOLOCK","Dublin 5","Dublin",272000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3436","26/03/2019","12 GLENCAIRN GROVE, SANDYFORD, DUBLIN 18","Dublin 18","Dublin",530000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3440","26/03/2019","164 WHITETHORN PARK, PALMERSTOWN, DUBLIN 20","Dublin 22","Dublin",292000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3442","26/03/2019","19B OAKWOOD, THE GLEN, BETTYGLEN DUBLIN 5","Dublin 5","Dublin",221000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3444","26/03/2019","2 ST MARYS TERRACE, BALLYBOUGH RD, DUBLIN 3","Dublin 3","Dublin",339000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3446","26/03/2019","29 GRAND CANAL WHARF, GRAND CANAL BASIN, RINGSEND DUBLIN 4","Dublin 4","Dublin",297500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3448","26/03/2019","3 VICTORIA RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin",1262000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3449","26/03/2019","30 CAMDEN LOCK, RINGSEND, DUBLIN","Dublin 4","Dublin",477500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3455","26/03/2019","43 IVEAGH GARDENS, CRUMLIN, DUBLIN","Dublin 12","Dublin",354000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3459","26/03/2019","55 DEERPARK PLACE, KILTIPPER, TALLAGHT DUBLIN 24","Dublin 24","Dublin",279000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3465","26/03/2019","7 LATCHFORD TERRACE, DUBLIN 15, DUBLIN","Dublin 15","Dublin",318000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3467","26/03/2019","74 ARDBEG PARK, ARTANE, DUBLIN 5","Dublin 5","Dublin",420000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3469","26/03/2019","8 ORCHARDTON MEWS, SWEETMOUNT AVE, DUNDRUM","Dublin 14","Dublin",465000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3470","26/03/2019","8 UPPER KENNELSFORT ROAD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin",251750,"No","No","Second-Hand Dwelling house /Apartment",NA
"3471","26/03/2019","8 VERNON RISE, CLONTARF, DUBLIN 3","Dublin 3","Dublin",710000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3472","26/03/2019","86 BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin",930000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3473","26/03/2019","88 BOTANIC RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin",9e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3475","26/03/2019","9 CORBAWN LAWN, SHANKILL, DUBLIN","Dublin 18","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3476","26/03/2019","9 LUTTRELLSTOWN RISE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",447000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3477","26/03/2019","91 SUTTON GROVE, SUTTON, DUBLIN 13","Dublin 13","Dublin",341000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3478","26/03/2019","APT 125, 109 PARNELL ST, DUBLIN 1","Dublin 1","Dublin",205000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3479","26/03/2019","APT 2 THE TRAMYARD, SPA RD, INCHICORE DUBLIN 8","Dublin 8","Dublin",180000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3480","26/03/2019","APT 72, CLUAIN SHEE, AIKENS VILLAGE DUBLIN 18","Dublin 18","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3484","27/03/2019","12 DELHURST COURT, ONGAR PARK, DUBLIN 15","Dublin 15","Dublin",194000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3485","27/03/2019","122 PINEBROOK RD, ARTANE, DUBLIN 5","Dublin 5","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3488","27/03/2019","18 COLLEGE CLOSE, TARA ST, DUBLIN 2","Dublin 2","Dublin",237000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3489","27/03/2019","19 GREAT WESTERN SQ, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3496","27/03/2019","24 OTTERBROOK, WILLBROOK RD, RATHFARNHAM DUBLIN 14","Dublin 14","Dublin",445000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3497","27/03/2019","25 GARNISH SQ, WATERVILLE, SHUGBOROUGH RD DUBLIN 15","Dublin 15","Dublin",255000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3498","27/03/2019","25 OAKLANDS CRESCENT, RATHGAR, DUBLIN 6","Dublin 6","Dublin",352000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3499","27/03/2019","26 BURNELL COURT NORTHERN CROSS, CITY JUNCTION, MALAHIDE ROAD","Dublin 3","Dublin",237000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3501","27/03/2019","27 THE MOORINGS, FITZWILLIAM QUAY, DUBLIN","Dublin 4","Dublin",412000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3505","27/03/2019","31 IVY COURT, BEAUMONT WOODS, DUBLIN 9","Dublin 9","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3506","27/03/2019","34 ST AIDANS PARK RD, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin",405000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3508","27/03/2019","36 TURNBERRY SQ, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3509","27/03/2019","36 WILLOW AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3510","27/03/2019","39 BANCROFT PARK, DUBLIN 24, DUBLIN","Dublin 24","Dublin",412500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3513","27/03/2019","40 OAKDALE CLOSE, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3516","27/03/2019","44 CASTLEKEVIN RD, KILMORE WEST, DUBLIN 5","Dublin 5","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3517","27/03/2019","44 PINEBROOK VIEW, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3520","27/03/2019","51 WESTGATE, ST AUGUSTINE ST, CHRISTCHURCH","Dublin 8","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3521","27/03/2019","55 BROOKFIELD, KIMMAGE, DUBLIN","Dublin 12","Dublin",445000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3522","27/03/2019","57 GRANGE PARK RISE, RAHENY, DUBLIN 5","Dublin 5","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
