"","Date Of Sale","Address","Postal Code","County","Price","Not Full Market Price","VAT Exclusive","Description Of Property","Property Size Description"
"3527","27/03/2019","68A ROEBUCK ROAD, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin",975000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3529","27/03/2019","7 PORTERSGATE VIEW, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3530","27/03/2019","70 ST ANTHONYS CRESCENT, GREENHILLS, DUBLIN 12","Dublin 12","Dublin",341000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3531","27/03/2019","8 TEMPLEROAN COURT, KNOCKLYON, TEMPLEOGUE DUBLIN 16","Dublin 16","Dublin",555000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3533","27/03/2019","9 BAYSIDE BOULEVARD, SUTTON, DUBLIN 13","Dublin 13","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3535","27/03/2019","94 BOWBRIDGE, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3536","27/03/2019","APT 21, THE CHARTER, SANTRY CROSS DUBLIN 11","Dublin 11","Dublin",130000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3539","27/03/2019","APT 30, JOHNSTOWN HOUSE, GLASNEVIN DUBLIN 11","Dublin 11","Dublin",252000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3542","28/03/2019","1 ABBEYFIELD, KILLESTER, DUBLIN 5","Dublin 5","Dublin",605000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3544","28/03/2019","10A MCAULEY DR, ARTANE, DUBLIN","Dublin 5","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3546","28/03/2019","113 BOWBRIDGE, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin",275750,"No","No","Second-Hand Dwelling house /Apartment",NA
"3547","28/03/2019","12 CHERRY AVE, CARPENTERSTOWN PARK, CASTLEKNOCK","Dublin 15","Dublin",523000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3549","28/03/2019","123A CORK ST, APT1, DUBLIN 8","Dublin 8","Dublin",660000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3553","28/03/2019","15 AIRPARK HOUSE, STOCKING LANE, RATHFARNHAM DUBLIN 14","Dublin 16","Dublin",257000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3554","28/03/2019","15 COMERAGH RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3555","28/03/2019","16 COLLEGE GATE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",788000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3560","28/03/2019","174 DUNLUCE RD, CLONTARF, DUBLIN","Dublin 3","Dublin",545000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3563","28/03/2019","196 NAVAN ROAD, DUBLIN 7","Dublin 7","Dublin",572000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3564","28/03/2019","1A HEATHERVIEW CLOSE, AYLESBURY, TALLAGHT DUBLIN 24","Dublin 24","Dublin",386000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3565","28/03/2019","2 BARRY AVE, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin",211000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3566","28/03/2019","2 CLONMELLON GROVE, THE DONAHIES, DUBLIN 13","Dublin 13","Dublin",410500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3568","28/03/2019","2 TREEPARK DR, KILNAMANAGH, TALLAGHT","Dublin 24","Dublin",357500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3569","28/03/2019","2 WESTEND GATE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin",220000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3570","28/03/2019","20 BISHOPSMEDE, LWR CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin",321000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3571","28/03/2019","20 PINEWOOD GROVE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",510000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3573","28/03/2019","20A PINEWOOD GROVE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3574","28/03/2019","20B PINEWOOD GROVE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3575","28/03/2019","20C PINEWOOD GROVE, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3576","28/03/2019","20/21 ARBUTUS PLACE, DUBLIN 8","Dublin 18","Dublin",450000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3578","28/03/2019","23 CLADDAGH GREEN BALLYFERMOT, DUBLIN 10, DUBLIN","Dublin 10","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3579","28/03/2019","23 NEWLANDS DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",480000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3582","28/03/2019","3 KILLAN ROAD, EAST WALL, DUBLIN 3","Dublin 3","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3584","28/03/2019","34 PINEWOODS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3586","28/03/2019","36 GLENDOHER PARK, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin",545000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3588","28/03/2019","4 ROSEMOUNT TERRACE, ARBOUR HILL, DUBLIN 7","Dublin 7","Dublin",560000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3590","28/03/2019","43 SHACKLETON HOUSE, ARCHERSWOOD, CLONEE DUBLIN 15","Dublin 15","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3595","28/03/2019","46 PEARSE BROTHERS PARK, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3596","28/03/2019","49 CASSIAN COURT NORTH, ROYAL CANAL PARK, RATOATH RD DUBLIN 15","Dublin 7","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3597","28/03/2019","5 GLENWAVERLY COURT, PARK AVE, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin",342500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3599","28/03/2019","51 COLLEGE GATE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",445000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3600","28/03/2019","56 COOLATREE PARK, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",345000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3604","28/03/2019","69 HOLLYSTOWN PARK, HOLLYSTOWN DUBLIN 15, DUBLIN","Dublin 15","Dublin",470000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3606","28/03/2019","72 ELLESMERE AVE, CIRCULAR RD NORTH, DUBLIN 7","Dublin 7","Dublin",585000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3607","28/03/2019","77 DUNMORE PARK, BALLYMOUNT, DUBLIN 24","Dublin 24","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3609","28/03/2019","8 BALLINTYRE GROVE, BALLINTYRE HALL, BALLINTEER DUBLIN 16","Dublin 16","Dublin",430000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3610","28/03/2019","96 CEDARBROOK AVE, CHERRYORCHARD, DUBLIN CITY","Dublin 10","Dublin",155000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3615","28/03/2019","APT 44, 52 MOUNTJOY SQ SOUTH, DUBLIN","Dublin 1","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3616","28/03/2019","APT 6, LYNTON COURT, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin",720000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3617","28/03/2019","APT 89, FORBES QUAY, GRAND CANAL HARBOUR DUBLIN 2","Dublin 8","Dublin",555000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3618","28/03/2019","BIRRELL HOUSE, BROUGHAN, THE WARD","Dublin 11","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3620","28/03/2019","LILY COTTAGE, HOLLYWOODRATH, MULHUDDART","Dublin 15","Dublin",236000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3621","29/03/2019","1 BROADFIELD AVE, RATHCOOLE, DUBLIN","Dublin 24","Dublin",385000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3623","29/03/2019","1 LANESBOROUGH PARK, ST MARGARETS RD, MEAKSTOWN DUBLIN 11","Dublin 11","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3626","29/03/2019","1 ZUMA TERRACE, HAROLDS CROSS DUBLIN 6, DUBLIN","Dublin 6","Dublin",550000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3627","29/03/2019","10 CROYDON PARK AVENUE, MARINO, DUBLIN 3","Dublin 3","Dublin",430000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3629","29/03/2019","102 ROCKFIELD AVE, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin",540000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3634","29/03/2019","12A STRAND ROAD, MERRION GATES, DUBLIN 4","Dublin 4","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3635","29/03/2019","13 ORLAGH AVE, TEMPLEOGUE, DUBLIN 16","Dublin 16","Dublin",420000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3639","29/03/2019","131 MC DOWELL AVE, MOUNT BROWN, KILMAINHAM DUBLIN 8","Dublin 8","Dublin",416500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3641","29/03/2019","14 TIBRADDEN CLOSE, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin",349000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3643","29/03/2019","16 FIRHOUSE, MESPIL ESTATE, SUSSEX RD","Dublin 4","Dublin",305000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3644","29/03/2019","160 DELWOOD PARK, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",560000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3645","29/03/2019","172A GRACE PARK RD, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3649","29/03/2019","1A RICHMOND PARADE, SUMMERHILL, DUBLIN 1","Dublin 1","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3655","29/03/2019","20 FITZWILLIAM COURT, WINTON RD, RANELAGH DUBLIN 6","Dublin 6","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3659","29/03/2019","22 PERCY FRENCH RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3663","29/03/2019","24 COIS EALA, GROVE RD, DUBLIN 6","Dublin 6","Dublin",440000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3665","29/03/2019","24A 25 25A, HILL STREET, DUBLIN 1","Dublin 1","Dublin",2407000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3668","29/03/2019","25 THE MILLS, EDENMORE PARK, RAHENY DUBLIN 5","Dublin 5","Dublin",177500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3669","29/03/2019","26 REDWOOD CLOSE, KILNAMANAGH, DUBLIN 24","Dublin 24","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3670","29/03/2019","267 BRANDON RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3672","29/03/2019","3 CHAPLAINS ROW, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",202000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3676","29/03/2019","31 PARK AVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin",2700000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3677","29/03/2019","32 CLONSHAUGH GLEN, CLONSHAUGH, DUBLIN 17","Dublin 17","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3681","29/03/2019","35 ENNAFORT PARK, RAHENY, DUBLIN 5","Dublin 5","Dublin",565000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3683","29/03/2019","36 CLONTARF PARK, CLONTARF, DUBLIN 3","Dublin 3","Dublin",502500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3686","29/03/2019","37 ANNAMOE RD, CABRA, DUBLIN CITY","Dublin 7","Dublin",612500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3687","29/03/2019","38 AILESBURY MEWS, AILESBURY, DUBLIN 4","Dublin 4","Dublin",438000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3692","29/03/2019","41 BLARNEY PARK, KIMMAGE, DUBLIN 12","Dublin 12","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3693","29/03/2019","41 CAIRN HILL, WESTMINSTER RD, FOXROCK DUBLIN 18","Dublin 18","Dublin",985000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3695","29/03/2019","42 SKELLIGS COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin",215000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3698","29/03/2019","49 THE TRAMYARD, SPA RD, INCHICORE DUBLIN 8","Dublin 8","Dublin",207500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3700","29/03/2019","51 WHITECHURCH WAY, BALLYBODEN, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3701","29/03/2019","56 TORY SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin",269000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3704","29/03/2019","65 KILWORTH RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3706","29/03/2019","66 THE COURTYARD, CLONSILLA RD, CLONSILLA DUBLIN 15","Dublin 15","Dublin",239000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3710","29/03/2019","7 THE DRIVE PHEASANT RUN, CLONEE DUBLIN 15, DUBLIN","Dublin 15","Dublin",307000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3711","29/03/2019","70 RATHBORNE COURT, ASHTOWN, DUBLIN 15","Dublin 15","Dublin",435000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3712","29/03/2019","74 ARDLEA RD, ARTANE, DUBLIN 5","Dublin 5","Dublin",550000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3713","29/03/2019","75 THE HOLLY, ROCKFIELD DUNDRUM, DUBLIN 14","Dublin 14","Dublin",405000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3714","29/03/2019","8 MONASTERY CRESCENT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",228493,"No","No","Second-Hand Dwelling house /Apartment",NA
"3719","29/03/2019","9 NEW SESKIN COURT, WHITESTOWN RD, TALLAGHT DUBLIN 24","Dublin 24","Dublin",185000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3722","29/03/2019","94 THE FORUM, BALLYMOSS RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3724","29/03/2019","APT 10 LEVMOSS HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18","Dublin 18","Dublin",390000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3726","29/03/2019","APT 22 EDWARD LANE, BLOOMFIELD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin",562790,"No","No","Second-Hand Dwelling house /Apartment",NA
"3727","29/03/2019","APT 22 LIBERTY COURT, LOWER CLANBRASSIL ST, DUBLIN 8","Dublin 8","Dublin",265700,"No","No","Second-Hand Dwelling house /Apartment",NA
"3728","29/03/2019","APT 29 HENRIETTA HALL, 43 5 BOLTON ST, DUBLIN 13","Dublin 1","Dublin",266000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3729","29/03/2019","APT 9, THE WATERMILL, BETTYGLEN DUBLIN 5","Dublin 5","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3730","29/03/2019","APT B, 87 LOWER BAGGOT ST, DUBLIN 2","Dublin 2","Dublin",190000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3732","29/03/2019","WOODLANDS, 78 DUBLIN ROAD, SUTTON","Dublin 13","Dublin",750000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3733","31/03/2019","9 ARDEE COURT, CORK ST, DUBLIN 8","Dublin 8","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3734","01/04/2019","1 BELMONT HALL, GARDINER ST MIDDLE, DUBLIN 1","Dublin 1","Dublin",253000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3736","01/04/2019","10F GLIN PARK, COOLOCK, DUBLIN 17","Dublin 17","Dublin",190025,"No","No","Second-Hand Dwelling house /Apartment",NA
"3741","01/04/2019","14 CREMORE VILLAS, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",630000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3742","01/04/2019","143 CLIFDEN COURT APTS, ELLIS QUAY, DUBLIN 7","Dublin 7","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3743","01/04/2019","15 PALMERSTON RD, RATHMINES, DUBLIN 6","Dublin 6","Dublin",2290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3744","01/04/2019","15 ST PATRICKS TCE, RUSSELL ST, C RD DUBLIN 1","Dublin 1","Dublin",302500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3747","01/04/2019","174 GLENVARA PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3751","01/04/2019","20 SHANLISS RD, SANTRY, DUBLIN 9","Dublin 9","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3752","01/04/2019","21 LANESBOROUGH VIEW, ST MARGARETS RD, DUBLIN 11","Dublin 11","Dublin",212553,"No","No","Second-Hand Dwelling house /Apartment",NA
"3753","01/04/2019","21 MULVEY PARK, DUNDRUM, DUBLIN","Dublin 14","Dublin",492500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3755","01/04/2019","231 PALMERSTOWN WOODS, DUBLIN 22, DUBLIN","Dublin 22","Dublin",278000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3756","01/04/2019","24 PRIORSGATE, BLOCK 1, GREENHILLS RD","Dublin 24","Dublin",230000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3757","01/04/2019","245 PARKLANDS, NORTHWOOD AVE, SANTRY DUBLIN 9","Dublin 9","Dublin",245000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3758","01/04/2019","25 RADCLIFFE HALL, ST JOHNS RD, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin",628000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3759","01/04/2019","26 CREMORE DR, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",470000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3762","01/04/2019","27 COULTRY CLOSE, BALLYMUN DUBLIN 9, DUBLIN","Dublin 9","Dublin",219047,"No","No","Second-Hand Dwelling house /Apartment",NA
"3763","01/04/2019","28 PARKLANDS COURT, BALLYCULLEN, DUBLIN","Dublin 24","Dublin",285000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3769","01/04/2019","35 GLIN DRIVE, COOLOCK, DUBLIN 17","Dublin 17","Dublin",270000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3770","01/04/2019","37 OLD COURT MANOR, OLD COURT RD, DUBLIN 24","Dublin 24","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3771","01/04/2019","38 NORSEMAN COURT, MANOR ST, DUBLIN 7","Dublin 7","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3773","01/04/2019","4 VILLA BLANCHARD, MAIN ST, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin",205000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3774","01/04/2019","40 GLENVILLE DR, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin",335000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3775","01/04/2019","42 BELARMINE VALE, STEPASIDE, DUBLIN 18","Dublin 18","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3776","01/04/2019","46 ADDISON AVE, ADDISON PARK, GLASNEVIN DUBLIN 11","Dublin 11","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3777","01/04/2019","46 FORTLAWN DRIVE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin",185500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3778","01/04/2019","46 FORTLAWN DRIVE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin",185500,"No","No","Second-Hand Dwelling house /Apartment",NA
"3780","01/04/2019","48 IVY COURT, BEAUMONT WOODS, DUBLIN 9","Dublin 9","Dublin",261000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3781","01/04/2019","49 KILLALA RD, CABRA WEST, DUBLIN 7","Dublin 7","Dublin",266900,"No","No","Second-Hand Dwelling house /Apartment",NA
"3782","01/04/2019","53 KYLEMORE AVE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",220000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3783","01/04/2019","56 BANCROFT AVE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3784","01/04/2019","57 HUNTSTOWN RISE, MULHUDDART DUBLIN 15, DUBLIN","Dublin 15","Dublin",238000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3785","01/04/2019","58 SEAGRANGE RD, BALDOYLE, DUBLIN 13","Dublin 13","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3786","01/04/2019","59 HUNTERSWALK, HUNTERSWOOD, BALLYCULLEN RD DUBLIN 24","Dublin 24","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3789","01/04/2019","66 OLD CABRA RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin",550000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3790","01/04/2019","7 CADDELL, THE LINKS, PORTMARNOCK","Dublin 13","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3792","01/04/2019","73 CABRA PARK, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin",4e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"3793","01/04/2019","8 PRINCETON, ARDILEA, DUBLIN 14","Dublin 14","Dublin",1010000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3794","01/04/2019","81 BUTTERCUP AVE, DARNDALE, DUBLIN 17","Dublin 17","Dublin",159388,"No","No","Second-Hand Dwelling house /Apartment",NA
"3800","01/04/2019","APT 1, 29 GOLDSMITH ST, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3801","01/04/2019","APT 1, 58 SOUTH RICHMOND ST, DUBLIN 2","Dublin 2","Dublin",1800000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3802","01/04/2019","APT 3, 10 NELSON ST, DUBLIN 7","Dublin 7","Dublin",240000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3803","01/04/2019","APT 5 PEMBROKE MANOR, 64 TO 66 PEMBROKE RD, DUBLIN 4","Dublin 4","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3804","01/04/2019","ST ANNES UPPER, BOHERNABREENA, DUBLIN 24","Dublin 24","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3806","02/04/2019","10 WARRENMOUNT PLACE, DUBLIN 8","Dublin 8","Dublin",335100,"No","No","Second-Hand Dwelling house /Apartment",NA
"3809","02/04/2019","116 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin",450000,"No","No","Second-Hand Dwelling house /Apartment",NA
"3811","02/04/2019","12 HARLECH CRESCENT, ROEBUCK RD, DUNDRUM DUBLIN 14","Dublin 14","Dublin",695000,"No","No","Second-Hand Dwelling house /Apartment",NA
